UserID,SIGNUPDATE,DELETED,AGEGROUP,GENDER,STATE
600245,2017-10-01 18:00:17,,33.0,MALE,California
600251,2018-04-22 20:55:03,,39.0,FEMALE,
600257,2017-04-18 13:42:37,,47.0,FEMALE,Ohio
600261,2018-01-19 16:25:47,,57.0,FEMALE,
600269,2017-10-03 01:21:07,,50.0,MALE,Florida
600274,2017-05-25 03:16:07,,26.0,FEMALE,Florida
600279,2017-11-13 22:08:57,,41.0,FEMALE,Pennsylvania
600284,2017-12-29 15:55:24,,48.0,MALE,Michigan
600285,2017-11-04 04:44:02,,50.0,FEMALE,California
600291,2018-04-12 01:03:22,,53.0,FEMALE,
600298,2018-01-09 11:48:55,,54.0,FEMALE,
600303,2018-01-07 19:28:34,,46.0,FEMALE,
600308,2017-04-21 15:41:12,,36.0,FEMALE,Texas
600310,2017-07-16 20:12:42,,29.0,FEMALE,Washington
600319,2017-07-22 15:23:53,,31.0,FEMALE,North Carolina
600321,2017-11-05 12:07:59,,63.0,FEMALE,
600325,2017-07-25 03:20:16,,53.0,MALE,Ohio
600331,2018-11-18 01:43:16,,38.0,FEMALE,Florida
600338,2018-01-21 15:22:00,2018-02-15 17:36:41,40.0,MALE,
600341,2017-11-10 18:05:20,,52.0,MALE,Minnesota
600345,2017-04-19 14:22:22,,15.0,FEMALE,California
600351,2017-11-04 00:36:11,,43.0,FEMALE,Texas
600358,2018-01-31 14:51:09,,22.0,MALE,
600364,2018-11-15 00:35:18,,27.0,FEMALE,Michigan
600368,2017-12-25 22:50:22,,65.0,MALE,Pennsylvania
600374,2017-09-19 00:30:30,,29.0,FEMALE,Pennsylvania
600376,2018-04-01 10:34:25,,54.0,FEMALE,New Mexico
600384,2017-11-06 17:35:55,,61.0,MALE,Texas
600386,2018-01-17 05:14:51,,62.0,MALE,Texas
600390,2017-10-31 10:18:30,,43.0,MALE,
600396,2017-11-01 00:12:30,,36.0,MALE,New Jersey
600402,2018-01-10 16:13:16,,42.0,MALE,
600407,2017-04-26 00:00:29,,38.0,FEMALE,California
600412,2017-10-28 18:47:14,,50.0,FEMALE,Texas
600415,2018-05-01 16:19:00,,22.0,MALE,
600420,2017-02-18 22:18:14,,52.0,FEMALE,
600425,2017-07-22 01:57:40,,49.0,FEMALE,Georgia
600433,2018-03-05 17:55:33,,64.0,MALE,California
600436,2017-02-09 18:00:49,,51.0,FEMALE,
600444,2018-09-14 04:00:52,,34.0,FEMALE,
600448,2017-11-03 19:25:45,,69.0,MALE,Texas
600454,2018-07-07 13:40:39,,32.0,MALE,Maine
600456,2018-07-13 22:05:23,,31.0,FEMALE,
600463,2017-11-03 22:07:48,,44.0,MALE,Ohio
600466,2017-05-24 18:07:02,,40.0,MALE,California
600472,2018-05-24 03:00:07,,41.0,MALE,
600475,2017-10-27 12:38:15,2018-07-25 14:03:03,47.0,MALE,Pennsylvania
600481,2018-05-10 01:33:07,,46.0,FEMALE,
600485,2017-05-26 22:28:14,,38.0,MALE,New Jersey
600490,2018-05-14 14:47:02,,39.0,FEMALE,
600495,2017-04-28 22:35:21,,41.0,MALE,California
600501,2018-09-29 18:10:26,,51.0,FEMALE,Florida
600509,2017-11-05 01:08:00,,36.0,FEMALE,
600511,2017-04-02 12:05:41,,41.0,FEMALE,California
600517,2017-04-27 19:16:05,,39.0,MALE,
600520,2017-09-08 01:34:16,,56.0,MALE,Idaho
600527,2018-07-15 01:47:00,,28.0,FEMALE,
600534,2017-04-24 16:33:43,,42.0,FEMALE,California
600538,2017-11-23 23:42:35,,56.0,MALE,Texas
600543,2017-07-29 18:25:35,,44.0,FEMALE,Florida
600547,2018-02-10 17:17:58,,47.0,FEMALE,California
600554,2018-05-06 12:08:08,,33.0,FEMALE,
600555,2018-07-29 03:54:29,,32.0,FEMALE,California
600564,2017-03-09 14:56:25,,48.0,FEMALE,California
600565,2018-11-21 18:19:42,,43.0,FEMALE,California
600574,2017-05-13 12:32:42,,40.0,MALE,Pennsylvania
600575,2018-06-02 03:31:41,,58.0,MALE,
600582,2017-03-04 20:33:40,,54.0,FEMALE,Illinois
600586,2018-01-10 06:12:48,2018-05-12 18:55:45,24.0,MALE,Texas
600590,2018-11-09 06:11:57,,26.0,MALE,
600595,2018-06-22 02:31:25,,30.0,FEMALE,California
600602,2017-10-25 23:33:48,,63.0,FEMALE,Texas
600608,2017-11-29 22:27:33,,42.0,MALE,Illinois
600612,2018-01-09 23:04:59,,43.0,FEMALE,
600616,2017-06-26 19:43:52,,28.0,MALE,Georgia
600623,2017-12-09 03:20:58,,47.0,FEMALE,Arizona
600625,2018-06-06 14:49:06,,36.0,FEMALE,
600630,2018-07-26 14:16:44,,39.0,FEMALE,
600637,2017-11-01 03:35:07,,40.0,FEMALE,California
600644,2018-01-23 22:21:09,,30.0,FEMALE,
600649,2017-04-17 21:00:43,,36.0,MALE,California
600650,2018-10-13 01:44:13,,37.0,FEMALE,
600658,2017-10-30 02:38:04,,35.0,MALE,California
600664,2017-04-28 23:59:19,,25.0,MALE,Texas
600665,2018-03-18 05:19:30,,42.0,MALE,
600671,2017-04-23 23:27:31,,66.0,MALE,California
600675,2018-01-20 03:14:30,,39.0,MALE,Florida
600684,2018-02-07 19:53:12,,63.0,MALE,Texas
600689,2018-04-27 20:34:48,,52.0,FEMALE,
600691,2017-10-29 04:52:46,,44.0,FEMALE,California
600695,2017-11-04 01:35:45,,61.0,FEMALE,Ohio
600702,2018-02-18 19:57:53,,40.0,MALE,
600709,2017-08-01 19:02:21,,45.0,FEMALE,North Carolina
600712,2017-07-26 01:09:18,,28.0,MALE,
600715,2017-04-28 14:29:17,,33.0,MALE,California
600720,2017-08-06 13:04:57,,49.0,MALE,Delaware
600727,2018-08-22 18:48:15,,58.0,MALE,
600730,2018-07-11 01:27:58,,21.0,FEMALE,
600737,2017-10-03 21:00:06,,60.0,MALE,Texas
600744,2018-09-09 18:10:48,,41.0,FEMALE,
600747,2018-10-30 06:29:57,,28.0,FEMALE,Illinois
600750,2018-01-17 14:34:10,2018-07-23 11:03:38,39.0,FEMALE,
600755,2018-09-14 01:27:39,,54.0,FEMALE,
600763,2017-10-08 13:50:12,,35.0,MALE,New York
600768,2018-01-06 03:11:12,2018-03-20 20:04:55,39.0,MALE,
600771,2017-05-26 11:54:07,,29.0,FEMALE,Kentucky
600775,2018-02-12 23:04:18,,26.0,FEMALE,California
600783,2017-12-02 22:12:51,,72.0,FEMALE,Pennsylvania
600785,2018-08-01 20:13:14,,39.0,FEMALE,
600793,2017-04-21 05:33:07,,51.0,MALE,Minnesota
600798,2017-10-28 22:40:04,,24.0,FEMALE,Indiana
600801,2018-05-27 04:27:21,,45.0,MALE,Pennsylvania
600809,2018-09-06 14:31:53,,49.0,MALE,
600814,2017-09-12 04:37:07,,26.0,FEMALE,Michigan
600818,2018-02-11 19:29:05,2018-03-27 21:10:05,27.0,MALE,
600821,2017-09-16 21:06:48,,42.0,FEMALE,Florida
600825,2017-07-20 02:30:12,,48.0,MALE,California
600834,2017-06-17 16:10:08,,39.0,FEMALE,
600839,2018-05-26 04:29:50,,33.0,MALE,
600841,2018-01-18 01:31:08,,40.0,FEMALE,California
600847,2018-01-29 06:22:40,,27.0,MALE,Illinois
600851,2018-01-04 18:53:22,,32.0,MALE,
600857,2018-03-16 02:17:08,,48.0,FEMALE,Rhode Island
600864,2017-04-24 11:42:23,,51.0,MALE,Georgia
600866,2018-02-16 06:56:35,,46.0,MALE,
600870,2017-04-16 15:25:27,,47.0,FEMALE,Minnesota
600876,2017-11-04 21:18:16,,59.0,MALE,Texas
600884,2017-03-12 14:09:33,,38.0,FEMALE,Kentucky
600888,2018-09-14 04:57:21,,62.0,FEMALE,
600891,2018-07-31 01:04:50,,40.0,FEMALE,New York
600899,2018-07-03 04:19:11,,40.0,FEMALE,New York
600904,2017-10-27 15:04:57,,45.0,FEMALE,Florida
600908,2018-07-02 16:11:31,,53.0,MALE,California
600912,2018-02-09 01:52:02,,31.0,FEMALE,California
600915,2017-04-29 09:49:44,,39.0,MALE,Iowa
600923,2017-04-20 09:49:09,,29.0,MALE,Illinois
600926,2017-11-01 20:03:49,,38.0,MALE,
600931,2018-06-28 21:17:48,,22.0,FEMALE,Arizona
600938,2018-09-20 20:11:54,,39.0,FEMALE,California
600943,2018-06-01 20:13:27,,44.0,MALE,Illinois
600948,2017-04-18 01:39:31,,43.0,MALE,California
600954,2018-01-29 04:58:07,,28.0,FEMALE,Washington
600959,2018-04-02 18:08:10,,30.0,FEMALE,
600964,2017-06-21 01:33:35,,47.0,FEMALE,Ohio
600968,2017-12-28 18:14:28,2018-05-30 17:50:12,30.0,MALE,
600971,2018-10-21 22:31:05,,42.0,MALE,
600975,2017-04-28 02:33:36,,44.0,FEMALE,North Carolina
600982,2017-08-10 01:30:51,,27.0,FEMALE,New York
600985,2017-11-05 03:09:09,,32.0,MALE,Florida
600993,2017-10-04 13:47:55,,26.0,FEMALE,
600999,2017-11-06 12:03:44,,32.0,FEMALE,
601004,2018-04-09 23:14:22,,59.0,MALE,Nevada
601005,2017-10-30 14:32:12,,47.0,FEMALE,California
601011,2017-12-29 15:09:51,,49.0,MALE,
601017,2018-09-12 17:46:58,,28.0,MALE,
601020,2017-05-20 00:41:59,,41.0,FEMALE,Texas
601029,2017-01-26 13:43:41,,44.0,FEMALE,California
601032,2017-11-07 15:20:19,,39.0,FEMALE,Pennsylvania
601035,2017-05-07 03:04:42,,45.0,MALE,Wisconsin
601044,2018-07-01 18:14:58,,25.0,MALE,Florida
601047,2017-12-16 03:56:04,,61.0,MALE,
601053,2018-01-04 16:58:28,,49.0,FEMALE,
601055,2018-03-16 16:15:37,,39.0,FEMALE,
601063,2017-12-09 10:16:40,,53.0,FEMALE,Ohio
601068,2018-08-15 15:34:28,,61.0,MALE,
601071,2018-09-04 01:38:48,,58.0,MALE,
601079,2017-04-24 10:56:32,,41.0,MALE,California
601083,2018-01-02 17:54:39,2018-02-15 18:51:16,37.0,MALE,
601085,2017-05-22 11:19:45,,53.0,FEMALE,West Virginia
601090,2018-01-09 14:41:50,,77.0,FEMALE,
601095,2018-09-03 16:57:44,,51.0,FEMALE,New York
601101,2018-08-23 04:49:29,,34.0,FEMALE,
601107,2017-11-02 20:30:16,,28.0,FEMALE,Texas
601113,2018-02-09 04:16:36,,27.0,MALE,Florida
601116,2018-09-04 00:42:23,,61.0,FEMALE,
601120,2017-08-22 21:55:53,,31.0,MALE,Florida
601125,2018-02-26 20:13:08,,23.0,MALE,New Mexico
601130,2017-11-09 20:34:53,,63.0,MALE,Florida
601138,2017-04-20 21:06:28,,44.0,FEMALE,Florida
601144,2017-04-18 19:27:06,,39.0,FEMALE,
601149,2017-03-16 02:36:04,,38.0,MALE,California
601152,2018-11-10 23:55:24,,27.0,MALE,Michigan
601159,2018-09-20 20:12:11,,29.0,MALE,California
601162,2018-07-11 22:59:43,,54.0,FEMALE,California
601166,2018-02-03 02:34:45,,23.0,MALE,
601170,2017-08-17 23:29:13,,28.0,MALE,Minnesota
601178,2018-05-08 12:12:07,,47.0,MALE,Illinois
601180,2017-10-05 19:44:27,,55.0,MALE,Texas
601187,2017-02-27 21:33:11,,54.0,MALE,Texas
601194,2018-02-02 07:01:09,2018-02-06 02:34:22,62.0,MALE,
601199,2017-07-20 19:48:04,,47.0,FEMALE,Wisconsin
601203,2017-05-21 02:43:43,,61.0,MALE,Colorado
601206,2017-05-10 15:51:39,,45.0,MALE,Florida
601211,2017-11-03 22:23:38,,57.0,MALE,Maine
601219,2018-06-17 12:56:43,,33.0,MALE,
601223,2018-01-29 00:46:58,,29.0,FEMALE,California
601226,2017-10-26 21:54:09,,63.0,MALE,Georgia
601230,2018-11-04 01:46:57,,56.0,FEMALE,Illinois
601236,2017-07-28 02:48:42,,48.0,FEMALE,Puerto Rico
601242,2017-07-23 17:23:25,,20.0,FEMALE,Texas
601248,2017-07-28 00:39:32,,50.0,MALE,Pennsylvania
601252,2017-12-28 14:45:20,,51.0,FEMALE,
601257,2017-02-19 01:27:58,,54.0,MALE,California
601261,2017-11-01 20:49:56,,37.0,MALE,California
601268,2018-01-11 00:40:35,,23.0,FEMALE,
601270,2017-04-18 03:21:54,,28.0,MALE,Illinois
601276,2018-08-04 20:12:30,,48.0,FEMALE,
601280,2018-01-21 00:37:23,,56.0,FEMALE,
601288,2018-10-10 01:36:18,,50.0,MALE,Ohio
601292,2018-04-14 12:23:12,,42.0,FEMALE,
601297,2017-08-14 03:44:19,,45.0,FEMALE,California
601301,2018-02-10 11:08:05,,58.0,MALE,
601306,2018-09-08 11:11:41,,36.0,FEMALE,New York
601310,2017-07-18 20:46:46,,49.0,FEMALE,Nevada
601319,2018-06-29 02:20:37,,55.0,FEMALE,
601323,2017-11-30 02:00:27,,38.0,FEMALE,
601327,2018-04-07 20:11:59,,37.0,MALE,California
601333,2017-04-28 04:17:19,,53.0,FEMALE,Michigan
601338,2017-04-22 02:05:23,,37.0,FEMALE,Illinois
601343,2017-09-09 16:18:13,,25.0,MALE,Florida
601349,2018-09-15 21:35:40,,70.0,MALE,
601353,2018-02-01 01:34:25,,24.0,FEMALE,New Jersey
601359,2018-04-18 15:41:07,2018-07-03 23:51:25,30.0,MALE,
601361,2018-10-27 20:47:09,,34.0,MALE,Illinois
601368,2018-04-08 09:15:00,,32.0,FEMALE,
601371,2017-09-29 11:24:06,,48.0,FEMALE,Nevada
601375,2017-07-22 19:20:00,,40.0,FEMALE,North Carolina
601383,2018-07-14 21:51:42,,60.0,MALE,Ohio
601386,2017-04-25 12:43:08,,16.0,FEMALE,Mississippi
601390,2017-09-15 10:14:03,,49.0,MALE,
601396,2017-05-26 13:09:06,,52.0,MALE,Virginia
601400,2017-11-07 04:06:18,,59.0,MALE,Virginia
601409,2018-06-24 02:06:34,,43.0,MALE,
601413,2018-09-06 15:03:19,,34.0,MALE,
601415,2017-04-24 17:34:19,,61.0,MALE,Florida
601424,2017-03-27 20:55:20,,51.0,FEMALE,Texas
601426,2017-04-26 21:41:08,,40.0,FEMALE,Florida
601431,2017-04-23 14:21:39,,28.0,FEMALE,California
601436,2018-11-20 15:54:37,,49.0,MALE,Nebraska
601440,2018-08-06 17:50:57,,71.0,MALE,
601445,2018-01-07 14:52:47,,41.0,MALE,
601453,2017-04-28 15:23:53,,43.0,FEMALE,California
601458,2017-04-27 13:17:34,,52.0,FEMALE,New York
601462,2017-09-28 15:40:26,,50.0,FEMALE,Illinois
601465,2018-09-19 20:19:57,,47.0,MALE,
601473,2017-08-09 02:45:34,,58.0,MALE,New Hampshire
601475,2017-04-21 23:41:44,,44.0,MALE,Texas
601484,2017-10-31 00:23:34,,59.0,MALE,New York
601489,2018-10-24 06:02:49,,30.0,MALE,
601493,2017-11-06 22:20:40,,42.0,FEMALE,Ohio
601497,2017-10-01 15:43:37,,30.0,FEMALE,
601503,2017-11-05 01:34:57,,40.0,FEMALE,
601508,2018-08-25 17:52:36,,53.0,FEMALE,
601510,2018-01-20 03:37:40,2018-01-30 21:19:30,74.0,FEMALE,
601519,2018-06-10 19:49:44,,31.0,MALE,South Dakota
601521,2018-06-07 08:10:21,,43.0,FEMALE,Rhode Island
601525,2017-11-01 00:27:10,,37.0,FEMALE,Illinois
601531,2017-05-21 12:29:22,,39.0,MALE,Georgia
601536,2017-10-08 19:56:22,,43.0,MALE,North Carolina
601542,2018-01-06 12:34:37,,56.0,MALE,
601546,2018-07-21 02:53:55,,29.0,FEMALE,
601553,2017-11-13 03:02:40,,36.0,FEMALE,Connecticut
601559,2018-02-15 03:24:39,,59.0,FEMALE,California
601560,2017-10-03 23:42:00,,46.0,MALE,Illinois
601569,2017-04-27 14:24:53,,42.0,MALE,California
601572,2017-04-27 15:51:13,,47.0,MALE,Missouri
601577,2017-12-31 03:12:49,,36.0,FEMALE,North Carolina
601584,2017-10-03 14:45:06,,42.0,FEMALE,Florida
601588,2017-10-08 11:34:32,,58.0,MALE,Georgia
601591,2017-02-21 01:08:56,,51.0,MALE,Illinois
601598,2018-08-29 03:00:48,,38.0,MALE,California
601602,2017-11-01 12:36:17,,52.0,MALE,California
601605,2017-10-31 12:57:02,,42.0,MALE,Ohio
601613,2018-01-31 22:38:39,,68.0,MALE,Texas
601618,2017-04-07 17:06:59,,37.0,FEMALE,Missouri
601621,2018-09-29 23:15:28,,59.0,MALE,Washington
601628,2017-08-07 22:31:12,,47.0,MALE,North Carolina
601632,2018-02-25 15:42:04,2018-11-16 02:03:09,42.0,FEMALE,
601635,2018-08-22 20:01:10,,33.0,FEMALE,North Carolina
601643,2017-10-29 23:48:48,,51.0,FEMALE,New Jersey
601649,2017-01-30 14:35:35,,36.0,FEMALE,California
601653,2017-04-20 02:48:50,,35.0,MALE,Florida
601659,2018-11-22 00:29:38,,49.0,MALE,
601660,2017-11-08 23:10:48,,36.0,FEMALE,Louisiana
601666,2017-12-31 03:27:44,,34.0,MALE,Georgia
601671,2017-07-05 20:59:51,,61.0,MALE,Pennsylvania
601678,2018-05-23 20:12:24,,49.0,MALE,California
601681,2017-10-30 21:35:45,,46.0,MALE,California
601686,2018-09-13 00:54:07,,37.0,MALE,
601694,2017-10-13 12:57:54,,60.0,FEMALE,
601695,2017-05-26 01:49:52,,53.0,MALE,Illinois
601703,2017-11-25 15:16:13,,42.0,FEMALE,California
601705,2018-08-31 23:23:10,,45.0,MALE,
601710,2017-05-02 04:18:10,,51.0,MALE,Illinois
601715,2018-09-20 01:28:11,,31.0,FEMALE,
601721,2017-04-17 04:37:35,,39.0,MALE,Texas
601727,2017-11-28 19:53:22,,49.0,MALE,Oklahoma
601734,2017-12-12 11:51:52,2018-04-13 14:41:10,49.0,MALE,California
601737,2018-01-14 11:20:27,,62.0,FEMALE,
601742,2018-09-06 18:09:05,,42.0,MALE,California
601745,2017-04-12 17:28:17,,31.0,FEMALE,Michigan
601753,2017-06-05 17:59:41,,52.0,MALE,Delaware
601758,2017-08-17 17:14:47,,49.0,MALE,
601761,2017-11-26 16:53:34,,45.0,MALE,Texas
601767,2017-11-19 19:24:48,,50.0,FEMALE,
601772,2018-05-15 01:40:27,,42.0,FEMALE,
601778,2017-10-28 11:56:10,,48.0,FEMALE,Georgia
601780,2017-11-07 22:45:13,,25.0,MALE,New Jersey
601788,2017-04-20 22:15:02,,33.0,MALE,Florida
601794,2017-07-31 21:54:04,2018-01-03 12:19:18,70.0,MALE,Ohio
601797,2017-11-04 15:37:32,,36.0,FEMALE,California
601802,2017-04-26 23:10:04,,34.0,FEMALE,Florida
601805,2018-09-14 05:50:01,,32.0,FEMALE,
601810,2018-07-15 18:30:44,,45.0,FEMALE,Pennsylvania
601817,2018-02-20 14:43:42,,45.0,FEMALE,Texas
601824,2017-12-29 19:47:17,,35.0,FEMALE,
601827,2017-10-19 02:48:20,,30.0,FEMALE,
601834,2018-03-12 12:39:45,,42.0,FEMALE,Oklahoma
601835,2017-10-29 23:33:31,,23.0,MALE,Florida
601843,2017-09-07 21:16:35,,58.0,FEMALE,Florida
601847,2017-04-23 15:40:07,,49.0,MALE,California
601854,2018-02-11 16:01:06,,44.0,FEMALE,
601856,2018-01-19 18:05:46,,43.0,FEMALE,California
601864,2017-04-17 16:48:15,,36.0,MALE,Ohio
601867,2017-04-24 11:31:43,,37.0,FEMALE,California
601872,2018-01-05 12:58:14,,52.0,FEMALE,New York
601877,2017-08-11 13:07:01,,48.0,FEMALE,California
601883,2017-10-28 21:26:45,,37.0,FEMALE,Georgia
601885,2018-08-28 17:57:16,,54.0,MALE,California
601894,2017-09-24 01:14:01,,45.0,MALE,California
601898,2017-04-26 21:10:49,,45.0,FEMALE,North Carolina
601900,2017-10-16 14:44:19,,56.0,MALE,
601905,2018-07-17 23:25:50,,30.0,FEMALE,
601911,2017-11-04 13:58:21,,58.0,FEMALE,Washington
601916,2018-06-26 21:55:42,,29.0,MALE,Georgia
601923,2018-07-07 13:38:50,2018-08-10 11:52:40,40.0,FEMALE,
601927,2017-10-05 02:14:22,,44.0,MALE,New Jersey
601933,2018-03-07 15:48:30,,28.0,MALE,Ohio
601935,2018-10-03 23:26:15,,62.0,MALE,
601943,2018-08-28 20:50:31,,56.0,FEMALE,California
601949,2018-01-06 17:39:04,,29.0,FEMALE,
601953,2018-01-14 10:15:58,,35.0,MALE,New York
601958,2018-01-12 20:12:54,2018-09-25 20:38:59,46.0,FEMALE,Florida
601960,2017-09-10 21:03:29,,39.0,MALE,
601967,2018-09-07 01:14:00,,54.0,FEMALE,
601970,2017-11-03 19:52:01,,46.0,MALE,North Carolina
601975,2017-04-25 02:24:19,,33.0,MALE,Georgia
601984,2018-08-07 22:59:35,,53.0,MALE,
601988,2017-10-24 02:01:07,,38.0,FEMALE,
601993,2018-08-22 01:12:32,,59.0,MALE,Ohio
601996,2018-07-14 11:09:14,,60.0,FEMALE,
602004,2017-12-18 02:27:22,,32.0,MALE,
602008,2017-09-19 20:45:24,,79.0,MALE,
602014,2018-07-13 11:58:04,,42.0,FEMALE,
602017,2018-07-09 20:12:21,,35.0,FEMALE,
602022,2018-04-02 11:38:41,,36.0,FEMALE,
602027,2017-08-15 03:31:37,,59.0,MALE,Pennsylvania
602030,2017-06-09 00:56:28,,48.0,FEMALE,New York
602039,2018-09-12 01:43:06,,37.0,FEMALE,Texas
602040,2018-01-31 13:41:43,,44.0,MALE,Illinois
602046,2017-10-02 04:01:29,,44.0,FEMALE,Florida
602053,2017-04-16 20:08:48,,49.0,MALE,New York
602058,2017-07-15 19:45:59,,33.0,FEMALE,Maryland
602063,2017-11-14 01:03:58,,26.0,MALE,California
602066,2017-05-18 20:23:09,,34.0,MALE,Oregon
602071,2017-07-25 16:02:26,,32.0,FEMALE,North Carolina
602076,2017-04-18 14:55:59,,45.0,MALE,Ohio
602084,2018-02-23 02:46:50,,39.0,MALE,
602088,2017-02-27 13:13:17,,47.0,MALE,California
602094,2018-03-15 18:27:41,,27.0,FEMALE,
602096,2018-03-28 01:18:42,,33.0,MALE,Ohio
602102,2017-11-05 13:35:47,,45.0,MALE,California
602106,2018-02-04 15:25:40,,31.0,MALE,
602112,2017-10-17 11:30:38,,59.0,MALE,Idaho
602115,2017-11-30 15:33:01,,37.0,FEMALE,New York
602120,2018-01-31 13:10:49,,39.0,MALE,
602129,2017-12-27 02:29:29,,39.0,FEMALE,Illinois
602132,2018-02-18 23:12:37,,32.0,FEMALE,
602139,2018-05-02 17:35:27,,52.0,MALE,
602143,2017-11-16 22:42:38,,22.0,MALE,
602147,2018-11-22 03:58:21,,45.0,MALE,California
602153,2018-08-06 11:47:39,,45.0,MALE,Florida
602156,2018-09-08 22:33:40,,41.0,FEMALE,New York
602162,2018-11-16 12:13:52,,37.0,FEMALE,California
602167,2017-04-20 20:48:15,,62.0,FEMALE,California
602172,2018-07-25 19:08:00,,51.0,MALE,North Carolina
602179,2017-12-26 15:39:50,,51.0,FEMALE,California
602184,2017-11-07 02:16:31,,47.0,FEMALE,New Hampshire
602185,2017-11-06 21:02:23,,43.0,MALE,
602193,2018-06-12 19:01:13,,62.0,FEMALE,Louisiana
602196,2017-07-22 21:05:46,,23.0,MALE,Ohio
602203,2017-11-02 13:12:23,,20.0,MALE,North Carolina
602208,2018-02-05 04:20:56,,48.0,MALE,Illinois
602210,2017-07-15 11:54:58,,54.0,MALE,New Jersey
602219,2018-06-04 15:01:18,,48.0,FEMALE,California
602224,2018-02-04 18:39:56,,42.0,MALE,
602227,2017-06-29 02:26:49,,40.0,MALE,New York
602231,2017-11-06 09:33:20,,30.0,MALE,Texas
602237,2017-10-28 19:35:22,,44.0,MALE,Indiana
602244,2018-09-06 13:08:58,,66.0,FEMALE,
602247,2018-01-02 01:22:13,,42.0,MALE,Nevada
602250,2018-05-21 03:49:19,2018-07-02 15:18:57,37.0,FEMALE,
602256,2017-10-27 08:54:45,,47.0,MALE,Ohio
602264,2017-11-04 00:59:53,,43.0,MALE,California
602268,2017-10-29 00:25:45,,47.0,MALE,Arizona
602273,2017-10-26 02:59:41,,50.0,MALE,Washington
602278,2018-10-05 20:12:17,,60.0,MALE,Florida
602281,2017-07-17 01:15:37,,51.0,FEMALE,New York
602286,2017-10-27 13:31:21,,31.0,MALE,New Jersey
602291,2018-08-28 23:04:33,,60.0,FEMALE,Delaware
602299,2017-08-20 00:24:27,,41.0,FEMALE,Arizona
602300,2017-12-29 23:05:09,,33.0,FEMALE,California
602308,2017-07-17 17:26:19,,32.0,FEMALE,South Carolina
602311,2018-05-19 19:31:22,,37.0,MALE,Michigan
602316,2018-06-16 02:56:34,,40.0,MALE,Indiana
602320,2018-09-26 06:20:30,,30.0,MALE,
602326,2017-11-03 00:50:54,,54.0,MALE,Wisconsin
602330,2018-11-11 00:43:23,,36.0,MALE,Nebraska
602338,2018-06-16 15:49:25,2018-06-23 17:46:07,27.0,FEMALE,
