BookID,UserID,TIMESTAMP,SUBSTATE,WeekofYear
153014,655475,2018-07-06 03:56:07,Orange,201827
157633,624972,2018-03-27 19:51:15,San Diego,201813
174138,638601,2017-12-21 14:25:18,Riverside,201751
118603,604597,2018-09-13 20:26:18,San Diego,201837
173023,657717,2018-01-13 14:17:40,Oregon,201802
120629,645746,2017-12-27 20:56:16,Los Angeles,201752
129106,619899,2018-07-14 12:07:38,San Diego,201828
138590,633106,2018-03-16 23:07:13,Los Angeles,201811
154718,637562,2018-04-09 03:25:08,Maryland,201815
115710,658627,2017-12-23 19:13:00,Los Angeles,201751
126498,659501,2018-05-02 23:22:17,Puerto Rico,201818
112846,614068,2018-08-28 02:54:22,Illinois,201835
154059,627788,2018-03-07 22:58:14,Orange,201810
163788,652460,2018-05-22 10:38:18,Miami,201821
117261,607253,2018-02-15 16:32:45,San Diego,201807
124647,665021,2018-01-06 00:04:35,North Carolina,201801
107326,652386,2018-06-30 17:27:38,Michigan,201826
134871,645307,2018-05-18 08:36:31,Riverside,201820
110145,607773,2018-06-25 14:02:04,San Antonio,201826
128502,644860,2018-08-15 02:10:14,Riverside,201833
111059,630562,2018-01-29 11:59:13,Oregon,201805
153014,621084,2018-07-08 01:46:48,Hawaii,201827
100017,665423,2018-07-09 21:30:42,Michigan,201828
149599,658929,2018-07-22 16:21:08,New Mexico,201829
178633,638161,2018-08-12 14:21:53,New Jersey,201832
123863,669151,2018-07-10 13:00:32,Virginia,201828
151901,628720,2018-08-02 03:18:37,Oklahoma,201831
127590,609727,2018-02-02 18:00:13,Michigan,201805
154804,644369,2018-05-27 15:41:08,Ohio,201821
176006,667100,2017-12-25 02:09:48,Nevada,201752
104483,609011,2018-02-10 19:02:26,Miami,201806
170816,652233,2018-08-25 00:03:56,Montana,201834
144673,604853,2018-05-05 04:33:19,Orange,201818
125346,642243,2018-08-23 00:21:52,Michigan,201834
136711,661725,2018-06-05 22:28:46,Miami,201823
101760,615390,2018-05-07 03:05:14,Michigan,201819
120170,629258,2018-03-07 00:14:04,Orange,201810
157796,659615,2018-03-07 15:51:14,Riverside,201810
121582,616099,2018-07-13 15:15:10,Orlando,201828
147267,605232,2018-05-25 15:30:04,Michigan,201821
136063,615612,2018-04-15 01:47:08,North Carolina,201815
140646,650267,2017-12-29 03:10:57,San Diego,201752
168235,659178,2018-06-18 11:38:42,Mississippi,201825
161349,674492,2018-09-09 22:32:11,Miami,201836
111987,671254,2018-08-16 02:00:31,Houston,201833
164397,653316,2018-04-17 23:16:43,Maryland,201816
106444,661843,2018-02-23 16:09:21,Ohio,201808
179241,663991,2017-12-29 15:32:21,San Diego,201752
170744,633389,2018-08-22 02:35:07,Missouri,201834
143373,649453,2018-06-27 12:47:21,South Dakota,201826
130696,624744,2018-04-02 18:02:23,Orange,201814
129286,644856,2018-02-28 14:30:26,Orange,201809
100390,628105,2018-06-05 15:18:52,Missouri,201823
145322,669608,2018-06-25 05:56:48,Puerto Rico,201826
111925,600709,2018-03-01 16:26:28,North Carolina,201809
112372,624520,2018-08-06 06:19:27,Houston,201832
168913,670720,2017-12-16 21:14:23,Michigan,201750
176481,608357,2018-08-16 22:23:34,Los Angeles,201833
176210,635431,2018-07-10 16:47:31,San Diego,201828
125661,616356,2018-07-04 04:10:00,Los Angeles,201827
152230,657543,2018-05-31 02:56:25,San Diego,201822
139745,671419,2018-03-18 15:59:55,Massachusetts,201811
118065,668545,2018-09-08 00:43:52,Miami,201836
114943,636303,2018-05-16 23:51:08,San Antonio,201820
139775,633179,2018-06-18 16:44:13,Houston,201825
144801,672979,2018-06-26 15:54:14,Santa Clara,201826
121646,606494,2018-02-09 20:52:05,Orange,201806
159320,617061,2018-05-17 15:23:38,Los Angeles,201820
175584,617205,2018-07-10 23:19:01,San Diego,201828
133211,606747,2018-09-11 04:02:42,Michigan,201837
149524,669398,2018-08-27 02:05:49,Virginia,201835
149666,613170,2018-03-19 02:33:31,Riverside,201812
108927,654423,2018-09-03 15:53:00,Pennsylvania,201836
118065,604282,2018-09-08 20:59:36,Miami,201836
113970,661674,2018-06-25 22:51:27,Los Angeles,201826
149978,603720,2018-06-13 20:49:14,Nebraska,201824
170549,637518,2017-12-18 01:07:39,Pennsylvania,201751
108989,630653,2018-02-28 15:45:56,San Antonio,201809
102231,666074,2018-03-01 02:00:31,San Diego,201809
147527,634782,2018-08-02 22:49:41,Houston,201831
178689,674416,2017-12-15 22:59:03,San Diego,201750
111925,654680,2018-03-02 01:12:35,Los Angeles,201809
101651,622831,2018-01-06 19:49:07,Santa Clara,201801
123578,620751,2018-02-14 20:44:53,Houston,201807
172250,662335,2018-08-26 01:39:22,Georgia,201834
138211,616903,2018-06-12 13:47:30,San Diego,201824
120717,615924,2018-04-18 12:53:56,San Diego,201816
179181,665777,2018-05-03 23:23:45,Orange,201818
154562,672993,2018-05-23 21:38:49,New York,201821
103825,658570,2018-08-17 22:40:26,New York,201833
162666,654457,2017-12-31 22:32:35,Michigan,201752
160441,629197,2018-03-16 01:17:16,Los Angeles,201811
104483,648305,2018-02-11 20:29:44,Miami,201806
176481,627734,2018-08-17 04:53:42,Los Angeles,201833
134807,622255,2018-05-09 14:35:15,San Antonio,201819
104235,666562,2018-04-05 11:42:49,San Diego,201814
154424,612003,2018-07-26 21:08:52,Kentucky,201830
164397,625630,2018-04-19 00:47:17,Oklahoma,201816
116025,650312,2018-02-01 16:18:18,San Antonio,201805
133713,620566,2018-02-04 13:20:46,Riverside,201805
137341,632535,2018-06-22 12:56:09,Georgia,201825
177565,665989,2018-07-03 23:44:11,San Diego,201827
107873,665241,2017-12-26 01:14:48,Santa Clara,201752
122375,657232,2018-05-18 13:03:59,San Diego,201820
115962,605810,2018-02-12 02:04:53,Los Angeles,201807
178604,649855,2018-03-18 00:31:37,Orange,201811
108795,651810,2018-06-10 00:56:17,Los Angeles,201823
100080,665006,2018-04-26 01:03:10,Pennsylvania,201817
154756,667310,2018-05-05 15:17:06,Miami,201818
168229,609279,2018-05-27 12:47:42,Iowa,201821
177550,615390,2018-09-09 04:12:54,San Antonio,201836
161020,625409,2018-04-24 21:46:37,Houston,201817
127622,645547,2017-12-13 17:43:44,Santa Clara,201750
172672,670990,2018-07-28 02:31:30,Idaho,201830
107234,602810,2018-08-13 23:31:43,San Diego,201833
170179,658210,2018-03-17 09:25:44,Orange,201811
125796,669884,2018-02-02 05:45:32,San Diego,201805
105523,605493,2018-05-26 16:06:22,Miami,201821
103794,666017,2018-07-15 03:16:34,San Antonio,201828
154530,612482,2018-05-25 05:08:24,Houston,201821
107472,602607,2017-12-23 20:33:05,San Antonio,201751
147154,623083,2018-09-02 20:23:54,Santa Clara,201835
155145,629795,2018-02-23 00:43:28,New Jersey,201808
130659,644018,2018-06-01 13:13:06,San Antonio,201822
113611,653487,2018-08-27 15:53:24,North Carolina,201835
179797,635187,2017-12-22 22:45:52,Georgia,201751
151353,642719,2018-01-12 20:26:00,Santa Clara,201802
159926,671697,2018-04-19 17:46:19,Riverside,201816
117834,661213,2018-06-01 03:02:12,Santa Clara,201822
121582,646939,2018-07-13 16:06:43,Mississippi,201828
146128,600675,2018-03-25 05:46:43,San Diego,201812
154264,613550,2018-04-12 11:04:01,Santa Clara,201815
138981,625279,2017-12-23 21:41:41,New Jersey,201751
130696,666492,2018-03-30 22:21:34,New Hampshire,201813
172168,600763,2018-02-02 01:08:27,New York,201805
163893,621537,2018-06-19 03:53:47,San Diego,201825
148651,665754,2018-03-06 21:36:56,Massachusetts,201810
129516,634390,2018-05-15 23:06:39,Kansas,201820
142293,648502,2018-05-18 14:34:48,San Diego,201820
139574,665499,2018-05-19 19:43:19,Ohio,201820
176006,648070,2017-12-26 07:00:13,Illinois,201752
150295,664433,2018-02-03 00:37:14,Los Angeles,201805
129001,637518,2018-08-20 03:00:16,Alabama,201834
163665,611784,2018-06-02 19:43:39,San Bernardino,201822
129001,652548,2018-08-23 03:21:42,Nevada,201834
126639,639584,2018-04-18 04:19:15,Santa Clara,201816
159707,673678,2018-01-04 00:37:53,San Diego,201801
140870,609358,2018-02-01 03:30:44,New York,201805
159320,609269,2018-05-17 18:50:33,Los Angeles,201820
126647,653983,2018-08-11 02:38:37,Los Angeles,201832
175325,633106,2018-03-02 23:53:23,Alameda,201809
178667,633427,2018-06-07 17:31:06,San Antonio,201823
176449,630456,2018-05-07 01:37:00,Los Angeles,201819
145603,669608,2018-04-27 04:53:53,New Hampshire,201817
101175,651120,2018-07-16 17:19:50,Riverside,201829
121582,600174,2018-07-12 21:34:37,Arizona,201828
160159,613348,2018-08-23 00:22:43,San Diego,201834
130253,627818,2018-08-10 23:14:35,Orange,201832
135629,635795,2018-02-17 01:12:25,San Diego,201807
129371,609866,2017-12-29 21:17:59,Santa Clara,201752
113055,629443,2018-07-28 19:51:00,Los Angeles,201830
128293,627913,2018-09-06 14:32:19,Houston,201836
164340,645090,2018-02-12 20:31:52,Los Angeles,201807
149921,613467,2018-05-05 05:26:14,Santa Clara,201818
104483,655120,2018-02-11 21:40:18,Santa Clara,201806
113772,604935,2018-02-10 22:44:39,San Diego,201806
153676,630265,2018-05-01 14:44:42,Ohio,201818
111925,636746,2018-03-02 03:36:59,North Carolina,201809
154804,627624,2018-05-27 15:42:16,Santa Clara,201821
175147,600534,2018-01-26 20:14:36,San Diego,201804
153846,640897,2018-09-14 15:42:59,Miami,201837
103628,634583,2017-12-28 02:44:55,Los Angeles,201752
141139,660330,2018-02-02 01:37:35,Los Angeles,201805
138507,617987,2017-12-29 03:23:47,San Antonio,201752
135911,628581,2018-03-24 23:24:06,Virginia,201812
138981,608606,2017-12-24 15:03:57,Orange,201751
106617,664698,2018-06-15 15:53:48,Orange,201824
108923,617365,2017-12-20 19:47:35,Alameda,201751
140409,662038,2018-07-14 19:50:26,Arkansas,201828
145795,614896,2018-02-16 18:17:51,Washington,201807
110507,642205,2018-07-27 22:47:20,San Antonio,201830
129631,609178,2018-03-10 17:36:15,Pennsylvania,201810
177181,662852,2018-04-30 08:46:39,San Diego,201818
121497,669191,2018-05-06 22:46:55,San Diego,201818
136331,630792,2018-08-09 22:12:10,Utah,201832
138981,664611,2017-12-23 03:38:47,Georgia,201751
161031,630604,2018-04-07 16:18:08,Alameda,201814
138542,627704,2018-07-20 04:27:46,Michigan,201829
150261,626576,2018-04-01 01:41:42,San Diego,201813
160692,609017,2017-12-17 15:28:53,Rhode Island,201750
116481,673830,2018-05-07 00:21:17,Indiana,201819
154059,649260,2018-03-07 17:57:24,Michigan,201810
103947,626047,2018-07-08 17:41:38,San Diego,201827
118065,614572,2018-09-08 04:38:26,Miami,201836
166274,626749,2018-05-12 19:44:10,San Diego,201819
146346,667896,2018-03-11 00:33:58,Orange,201810
133101,646841,2018-05-16 03:22:15,Georgia,201820
105732,657794,2018-06-02 16:31:30,Ohio,201822
131877,614452,2018-09-10 01:58:46,Mississippi,201837
114859,645417,2018-05-13 02:52:57,Oregon,201819
107472,660469,2017-12-23 16:44:02,San Antonio,201751
153927,646637,2018-07-03 18:12:58,San Antonio,201827
156863,666849,2018-01-09 05:20:17,San Diego,201802
169538,620623,2018-09-02 05:40:13,Puerto Rico,201835
117499,648665,2018-05-19 05:38:04,South Dakota,201820
102165,604183,2018-01-06 15:57:20,San Diego,201801
101785,622995,2018-02-24 22:29:11,Miami,201808
141194,649488,2017-12-21 15:52:06,San Antonio,201751
168809,642719,2018-08-12 00:24:45,San Diego,201832
110775,638416,2018-02-07 20:15:37,Alameda,201806
113772,665599,2018-02-09 17:42:56,San Diego,201806
141031,612207,2018-02-08 01:00:21,Michigan,201806
166940,600712,2018-04-02 15:45:02,Alameda,201814
145657,650130,2018-08-17 19:19:45,San Diego,201833
126353,659721,2018-02-08 16:41:00,Pennsylvania,201806
138507,654257,2017-12-30 07:47:55,Alameda,201752
121582,620586,2018-07-14 01:29:50,Riverside,201828
151540,602900,2018-02-18 16:50:29,San Diego,201807
136805,632996,2017-12-28 00:51:22,Santa Clara,201752
122549,619300,2018-04-19 16:03:33,San Diego,201816
151540,649828,2018-02-20 20:58:35,San Diego,201808
107873,640562,2017-12-25 21:19:14,Houston,201752
123350,652787,2018-01-12 19:08:13,Indiana,201802
115688,627781,2017-12-30 15:28:29,Houston,201752
168678,644514,2018-06-05 00:12:09,Georgia,201823
118504,604031,2018-08-18 14:23:38,Houston,201833
123467,639970,2018-05-01 15:45:29,Alameda,201818
115320,661120,2018-07-15 23:58:44,San Diego,201828
164397,659063,2018-04-18 20:15:55,Riverside,201816
126110,651263,2017-12-29 15:59:56,Santa Clara,201752
100104,654772,2018-01-25 21:51:22,Miami,201804
168235,607020,2018-06-18 12:02:38,Los Angeles,201825
165783,601588,2018-06-28 09:51:49,Georgia,201826
145397,610211,2018-02-11 01:38:55,Puerto Rico,201806
149294,608701,2018-06-01 00:05:35,San Bernardino,201822
179033,618529,2018-02-27 19:57:23,New York,201809
131359,632875,2018-08-15 21:26:48,Alameda,201833
178604,638282,2018-03-17 01:23:13,Orange,201811
156863,621258,2018-01-10 17:06:11,San Diego,201802
169501,625355,2018-03-08 02:53:02,Georgia,201810
160358,641219,2018-02-08 00:17:38,Miami,201806
169204,632882,2017-12-17 20:37:22,San Diego,201750
110775,646668,2018-02-06 15:54:48,Alameda,201806
124591,605188,2018-08-02 06:59:57,Delaware,201831
169204,626242,2017-12-15 00:45:47,San Diego,201750
173926,617664,2018-02-03 23:09:49,Orange,201805
118028,648272,2018-04-02 15:21:59,Riverside,201814
102479,618732,2018-03-04 11:21:37,Massachusetts,201809
156094,674062,2018-07-07 15:25:07,Los Angeles,201827
157494,653733,2018-06-02 11:00:11,Georgia,201822
101912,658857,2018-04-18 02:28:24,Alameda,201816
131214,600684,2018-03-25 16:40:18,San Antonio,201812
117651,630626,2018-05-12 21:37:28,West Virginia,201819
140870,651578,2018-02-01 18:01:11,Oklahoma,201805
158016,608738,2018-05-27 19:21:48,San Diego,201821
162832,671667,2018-09-11 15:08:58,Houston,201837
114497,672214,2018-06-21 21:32:50,Orange,201825
135734,656608,2018-04-12 15:33:18,Santa Clara,201815
100080,670328,2018-04-26 02:13:05,San Diego,201817
113786,653850,2018-09-09 03:13:01,Maryland,201836
118603,619731,2018-09-13 18:34:38,San Diego,201837
154804,611430,2018-05-27 15:32:17,North Carolina,201821
115219,637304,2018-04-06 18:33:20,San Antonio,201814
176459,640011,2018-03-18 01:10:30,Alameda,201811
119134,644828,2018-07-08 12:45:04,Minnesota,201827
105481,634353,2018-03-27 00:19:33,Riverside,201813
170749,651620,2018-08-08 01:33:37,Illinois,201832
100390,632939,2018-06-06 20:50:19,Maryland,201823
173567,631348,2018-01-12 23:58:17,Riverside,201802
134428,674388,2018-01-25 15:25:46,Michigan,201804
162832,648587,2018-09-09 15:41:01,Houston,201836
135898,647705,2018-08-06 10:31:09,North Carolina,201832
166940,656133,2018-04-04 16:10:50,Alameda,201814
175147,649260,2018-01-25 15:20:25,San Antonio,201804
138542,620842,2018-07-20 14:22:37,Orlando,201829
165498,666345,2018-01-14 03:05:50,Miami,201802
109443,607878,2018-04-01 14:22:29,Riverside,201813
102598,644654,2018-01-03 18:27:33,Los Angeles,201801
150279,670469,2018-09-06 23:16:06,Miami,201836
128293,645200,2018-09-04 17:07:52,Houston,201836
133343,606290,2018-07-04 01:03:02,Houston,201827
137012,669053,2018-01-06 17:54:39,Wisconsin,201801
108357,641536,2018-01-04 21:18:48,San Diego,201801
165729,645817,2018-04-23 14:27:22,North Carolina,201817
126261,669107,2018-09-14 01:54:14,Arkansas,201837
165783,668304,2018-06-29 22:18:55,New Jersey,201826
133160,626427,2017-12-15 14:57:13,Alameda,201750
113689,607821,2017-12-24 19:13:01,Orange,201751
120170,661213,2018-03-06 15:27:09,Orange,201810
106808,614632,2018-01-30 02:51:05,San Diego,201805
138981,645088,2017-12-23 01:14:37,Orange,201751
169524,652960,2017-12-18 16:29:52,Washington,201751
117927,640651,2018-01-04 20:43:52,Maine,201801
150279,643521,2018-09-07 00:04:43,Miami,201836
146997,614928,2018-05-10 23:01:10,New York,201819
122788,602008,2018-07-13 01:13:16,West Virginia,201828
179181,665892,2018-04-29 15:30:44,Orange,201817
138492,633752,2018-01-05 00:34:59,Pennsylvania,201801
117970,615583,2018-06-30 15:58:14,Minnesota,201826
124377,601180,2018-02-04 18:13:22,Ohio,201805
162671,617409,2018-04-13 00:51:44,Houston,201815
117087,651835,2018-06-29 20:57:22,San Antonio,201826
164054,664867,2018-01-31 21:33:33,Houston,201805
122907,637777,2018-04-19 23:58:49,Orlando,201816
149423,639320,2018-08-31 11:51:12,Georgia,201835
113727,670866,2018-04-12 15:44:35,Alameda,201815
143458,622978,2018-02-23 15:50:40,Virginia,201808
155982,611593,2018-03-09 18:15:41,San Diego,201810
159113,629864,2018-06-20 23:30:21,Michigan,201825
179181,648624,2018-04-29 18:36:53,Orange,201817
150514,626035,2018-07-04 01:05:52,Arizona,201827
164454,632391,2018-07-22 02:44:05,San Diego,201829
158519,650960,2018-05-23 18:07:55,Washington,201821
157022,646115,2018-03-14 14:49:18,Massachusetts,201811
157940,618722,2018-05-07 21:13:14,Virginia,201819
120343,609089,2018-02-06 00:42:23,Oklahoma,201806
136783,637988,2018-03-08 15:58:24,San Antonio,201810
172250,635957,2018-08-26 13:39:41,North Carolina,201834
164411,634452,2018-06-27 04:22:55,San Antonio,201826
118603,628701,2018-09-13 20:16:26,San Diego,201837
120377,656836,2018-07-08 20:02:03,Nebraska,201827
157022,645105,2018-03-11 11:30:03,Los Angeles,201810
105870,655568,2018-05-28 04:25:50,Los Angeles,201822
130404,646895,2018-08-28 02:37:34,West Virginia,201835
156981,640501,2017-12-15 01:38:21,San Antonio,201750
118065,603179,2018-09-05 04:03:23,Miami,201836
127850,662774,2018-02-12 00:19:53,San Antonio,201807
130997,628720,2018-06-11 03:37:34,San Diego,201824
170816,649908,2018-08-30 03:30:13,Los Angeles,201835
173359,613564,2018-05-25 21:26:07,San Diego,201821
130709,656922,2018-07-04 16:18:18,Orange,201827
162832,633613,2018-09-09 15:20:53,Houston,201836
143680,615051,2018-07-06 23:43:23,Los Angeles,201827
168235,652899,2018-06-19 13:34:10,Mississippi,201825
126349,630026,2018-07-11 00:11:14,New Jersey,201828
144330,649715,2018-09-08 03:59:27,Los Angeles,201836
149783,650119,2018-01-31 02:52:06,Orange,201805
121578,639923,2018-05-29 06:28:03,Miami,201822
169204,610902,2017-12-20 18:06:54,San Diego,201751
172787,636571,2018-06-23 23:17:14,Michigan,201825
173023,646232,2018-01-14 00:20:54,Virginia,201802
102236,600199,2017-12-22 18:19:35,Georgia,201751
115939,610112,2018-05-25 01:32:36,Miami,201821
122871,642438,2018-02-22 15:47:40,Santa Clara,201808
153460,673494,2018-01-10 16:36:34,New Jersey,201802
127590,658813,2018-02-02 17:53:48,Santa Clara,201805
164054,662207,2018-01-31 21:57:27,San Diego,201805
130659,629016,2018-06-03 17:27:58,San Antonio,201822
147044,627907,2018-01-20 15:59:50,San Diego,201803
178186,627484,2018-01-04 23:46:51,Virginia,201801
168913,637937,2017-12-16 15:20:56,North Carolina,201750
164457,655973,2018-06-01 15:35:18,Los Angeles,201822
166279,644751,2018-01-05 22:59:07,Nebraska,201801
153068,630272,2018-05-12 15:41:48,Alameda,201819
155963,657232,2018-08-16 18:32:25,Los Angeles,201833
124840,608540,2018-08-03 14:02:14,San Diego,201831
110070,606765,2018-05-31 02:38:46,South Carolina,201822
178244,651901,2018-07-28 18:13:18,Riverside,201830
121920,623027,2018-06-17 03:13:51,Miami,201824
100106,623160,2018-01-10 15:25:00,Los Angeles,201802
103725,629212,2018-08-19 08:33:24,Nebraska,201833
132715,669018,2018-08-29 03:26:21,Orlando,201835
131655,662371,2018-04-29 14:32:10,Los Angeles,201817
111351,668148,2018-05-01 17:02:17,Utah,201818
141082,601473,2018-06-09 14:17:40,Oregon,201823
151598,646406,2018-01-21 22:43:48,South Dakota,201803
155597,634409,2018-07-29 00:21:56,Alameda,201830
156981,641027,2017-12-17 00:38:20,Alameda,201750
105496,668515,2018-05-02 16:52:12,Miami,201818
173839,625879,2018-07-01 03:10:50,San Bernardino,201826
179181,638017,2018-04-30 19:04:56,Orange,201818
128570,639297,2017-12-17 20:27:12,San Antonio,201750
163052,671257,2018-04-25 12:12:28,North Carolina,201817
176006,618535,2017-12-25 23:50:29,Oklahoma,201752
100819,639146,2018-06-23 16:05:02,Orlando,201825
124220,632996,2017-12-15 01:36:20,South Carolina,201750
108857,654759,2017-12-29 17:44:12,Santa Clara,201752
111909,631743,2018-02-07 16:20:48,Los Angeles,201806
117405,600284,2018-02-15 21:01:55,Minnesota,201807
142580,622346,2018-03-20 04:15:15,San Diego,201812
178128,660895,2017-12-26 09:09:02,Pennsylvania,201752
106043,612358,2017-12-22 19:01:11,Puerto Rico,201751
179348,601261,2018-07-07 21:23:38,San Diego,201827
138507,641793,2017-12-28 16:41:18,San Antonio,201752
148537,622287,2018-07-27 15:43:40,Santa Clara,201830
149978,641146,2018-06-13 19:28:21,Kentucky,201824
170816,623613,2018-08-23 22:37:59,Houston,201834
137840,625941,2018-04-07 13:12:44,Kansas,201814
169610,673372,2018-07-01 04:27:38,Miami,201826
100387,672476,2018-07-28 21:53:05,Ohio,201830
129631,605202,2018-03-13 02:15:29,Los Angeles,201811
150286,642632,2018-01-06 03:49:34,New York,201801
111360,649958,2018-08-16 16:03:26,Maine,201833
128076,650943,2017-12-15 21:12:25,Riverside,201750
126261,663576,2018-09-13 02:22:17,Idaho,201837
130472,639584,2018-03-07 03:44:49,Santa Clara,201810
107472,654167,2017-12-24 01:57:05,San Antonio,201751
178563,622561,2018-09-11 21:43:08,Ohio,201837
115962,641052,2018-02-11 05:44:19,Los Angeles,201806
136805,629105,2017-12-23 19:25:24,Santa Clara,201751
104819,623757,2018-05-10 00:05:09,New York,201819
135262,633555,2018-05-28 18:42:29,Illinois,201822
161929,624582,2018-06-18 20:54:46,Orange,201825
131571,640165,2018-06-07 19:39:46,Riverside,201823
133803,656693,2018-03-10 23:11:20,Riverside,201810
154555,640915,2017-12-23 21:01:16,San Diego,201751
179571,652274,2018-06-04 14:22:32,San Diego,201823
103794,637587,2018-07-14 15:22:04,San Antonio,201828
121582,608082,2018-07-12 18:52:15,San Diego,201828
127193,656218,2018-07-15 04:11:58,Illinois,201828
161307,651932,2018-03-25 22:43:13,Alameda,201812
162901,650653,2018-05-29 19:56:54,Ohio,201822
137908,637850,2018-07-15 13:54:51,San Diego,201828
138786,600520,2018-07-25 00:15:36,Delaware,201830
173359,666406,2018-05-24 16:57:55,Maine,201821
110667,642589,2018-09-13 18:50:19,Kentucky,201837
179571,670366,2018-06-03 01:30:24,San Diego,201822
178261,667752,2018-01-25 14:27:56,San Diego,201804
173702,601864,2018-02-22 01:25:59,Ohio,201808
107873,617943,2017-12-25 22:07:14,Houston,201752
179614,613445,2018-01-03 15:16:53,Ohio,201801
163967,672078,2018-06-20 01:58:18,Houston,201825
168913,636241,2017-12-17 16:12:51,San Diego,201750
138507,636746,2017-12-28 23:28:08,North Carolina,201752
100596,627431,2018-01-29 00:28:46,Minnesota,201805
138704,631586,2018-07-21 18:50:08,New York,201829
170297,649855,2018-05-21 21:30:05,Los Angeles,201821
131240,652960,2017-12-21 22:29:15,Montana,201751
114530,628467,2018-06-09 05:03:53,Nevada,201823
135346,641731,2018-04-16 18:26:03,Mississippi,201816
116807,647049,2018-07-07 21:56:07,Santa Clara,201827
